,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,zipcode,sqft_living15,price
9799,3,2,2300,1,0,0,8,1150,1150,2161300.0,2200,1000000
9800,4,2,1880,2,0,0,8,1760,120,585048.7790697674,1880,616500
9801,4,3,2640,2,0,0,7,1840,800,576834.808318264,1690,750000
9802,6,4,3900,2,0,0,8,2870,1030,645244.2264808363,2080,650000
9803,4,2,2670,1,0,0,8,1420,1250,251296.24,2190,275000
9804,4,2,1840,1,0,0,7,920,920,863228.9432314411,1660,540000
9805,3,1,1120,1,0,0,6,1120,0,281194.8698060942,1240,225000
9806,4,2,2970,2,0,0,10,2970,0,859938.5542168674,2740,845000
9807,3,2,1410,1,0,0,6,1410,0,424734.60451977403,1220,490000
9808,4,2,3060,2,0,0,9,3060,0,612642.738317757,2930,753000
9809,3,2,2490,1,0,0,7,1290,1200,521740.0146788991,1610,475000
9810,1,1,840,"1,5",0,0,6,840,0,240328.3717472119,1560,124000
9811,1,1,840,"1,5",0,0,6,840,0,240328.3717472119,1560,224000
9812,2,1,1130,1,0,0,7,1130,0,576834.808318264,1470,485000
9813,4,2,1850,1,0,0,6,1270,580,310612.75572519086,1270,230000
9814,4,3,2330,1,0,0,7,1800,530,300340.40293040295,1480,372000
9815,4,2,1880,2,0,0,7,1880,0,311580.33638025593,1760,306000
9816,4,4,2980,2,0,0,9,2340,640,619944.1492281304,1810,905000
9817,4,1,1440,1,0,0,7,1040,400,618695.1090909091,1320,440000
9818,3,2,1630,1,0,0,7,1100,530,311580.33638025593,1630,280000
9819,3,2,1778,2,0,0,7,1778,0,455617.1129032258,2840,435000
9820,3,2,1930,2,0,0,8,1930,0,612642.738317757,1770,425000
9821,2,1,1130,1,0,0,7,1130,0,289078.3455882353,1550,204950
9822,2,2,1650,1,0,0,7,1000,650,803990.8194444445,2530,670000
9823,2,1,820,1,0,0,7,820,0,585048.7790697674,1370,475000
9824,5,2,2900,1,0,0,7,1450,1450,240328.3717472119,1600,352000
9825,4,2,2330,1,0,2,7,1260,1070,645628.2261484099,2270,575000
9826,4,4,4440,2,0,2,10,3240,1200,1194873.6382978724,4240,1730000
9827,3,2,1660,2,0,3,8,1660,0,355678.51612903224,2440,491000
9828,4,2,3020,2,0,0,9,3020,0,790734.704735376,3100,750000
9829,4,2,1850,1,0,0,8,1430,420,645244.2264808363,2090,830000
9830,6,4,5960,2,0,4,10,3900,2060,529629.7824675324,3860,1140000
9831,3,1,960,1,0,0,6,960,0,353619.07472527475,1100,137124
9832,4,1,1150,"1,5",0,0,6,1150,0,418019.36094674555,840,225000
9833,4,2,2130,1,0,0,7,1230,900,810289.6964285715,2130,732600
9834,4,2,2460,2,0,0,8,2460,0,859938.5542168674,2460,818000
9835,3,2,2360,1,0,0,9,2360,0,311580.33638025593,2720,431000
9836,2,2,1320,3,0,0,7,1320,0,387011.5902636917,1330,304000
9837,5,2,1910,1,0,0,7,1010,900,1096239.0074349442,1230,650000
9838,2,2,1610,2,0,0,8,1610,0,645244.2264808363,1750,450000
9839,4,1,1610,1,0,0,7,1610,0,420895.47536945814,1610,269000
9840,3,1,1160,1,0,0,7,1160,0,1356523.9905362776,2390,875000
9841,4,2,2870,1,0,0,8,1480,1390,1194873.6382978724,2930,890000
9842,4,2,2280,2,0,0,8,2280,0,570073.5201465201,2140,565000
9843,2,2,1370,2,0,0,8,1150,220,634558.1448275862,1370,448175
9844,5,3,2970,2,0,0,9,2970,0,790734.704735376,2970,680000
9845,3,2,1460,2,1,4,8,1120,340,286742.81162324647,1970,629000
9846,3,4,1570,"2,5",0,0,8,1330,240,792187.8738170346,1610,494000
9847,4,3,2880,2,0,0,9,1920,960,899607.6730769231,2110,1100000
9848,5,2,1900,1,0,0,7,1190,710,521740.0146788991,1940,450000
9849,3,2,2020,1,0,0,8,1320,700,493625.3098290598,1940,330000
9850,4,2,3110,2,0,3,10,3110,0,859938.5542168674,3110,960000
9851,4,2,2390,2,0,0,9,2390,0,281194.8698060942,2590,360000
9852,3,2,2150,2,0,0,8,2150,0,367091.48387096776,2150,378000
9853,3,2,1340,1,0,0,7,1090,250,551768.5209125475,1550,499950
9854,3,2,1990,2,0,0,7,1990,0,570073.5201465201,2310,450000
9855,2,2,1600,1,0,0,7,800,800,618695.1090909091,1520,523500
9856,3,2,2680,2,0,0,9,2680,0,682885.9898989899,2520,600000
9857,3,2,2080,2,0,0,8,2080,0,311580.33638025593,2190,290000
9858,3,3,1340,2,0,0,7,1340,0,367091.48387096776,1670,176000
9859,3,2,2590,"1,5",0,0,7,1790,800,880077.752293578,2440,885000
9860,2,2,1240,"1,5",0,0,7,1240,0,863228.9432314411,1800,483000
9861,3,1,1310,1,0,0,7,1310,0,311580.33638025593,1650,240000
9862,4,2,2530,1,0,1,8,1530,1000,576834.808318264,2240,720000
9863,4,2,1780,2,0,0,7,1780,0,353619.07472527475,1990,311000
9864,3,2,1600,1,0,0,7,1600,0,418019.36094674555,2440,332500
9865,3,2,1570,1,0,0,7,1080,490,464322.38976377953,1250,164950
9866,3,2,1570,1,0,0,7,1080,490,464322.38976377953,1250,371000
9867,3,2,1650,1,0,0,7,1650,0,300340.40293040295,1650,264500
9868,4,2,2920,2,0,0,9,2260,660,1096239.0074349442,4510,1740000
9869,2,1,870,1,0,2,6,870,0,863228.9432314411,1750,503000
9870,4,2,2830,2,0,0,9,2170,660,619944.1492281304,1880,738000
9871,2,1,980,1,0,0,7,980,0,585048.7790697674,1260,393000
9872,2,1,990,1,0,0,7,990,0,489382.0170940171,1730,280000
9873,4,2,2360,1,0,2,8,1530,830,294111.27857142856,2580,260000
9874,2,1,1000,1,0,2,7,1000,0,618695.1090909091,1940,505000
9875,3,2,1660,1,0,0,7,1120,540,296187.98046875,1900,241000
9876,3,2,1520,1,0,0,7,1520,0,645244.2264808363,2040,530000
9877,1,1,1180,"1,5",0,2,8,840,340,418019.36094674555,1420,713000
9878,3,2,1770,2,0,0,7,1770,0,387011.5902636917,1680,487000
9879,2,1,980,1,0,0,6,980,0,311580.33638025593,980,128000
9880,3,1,1840,1,0,0,7,1040,800,302896.7392857143,2040,210500
9881,3,2,1810,1,0,0,7,1210,600,493625.3098290598,1770,420000
9882,3,2,1780,2,0,0,8,1780,0,619944.1492281304,1690,679000
9883,4,3,2840,3,0,0,9,2840,0,645244.2264808363,2880,784950
9884,4,2,2650,2,0,0,9,2650,0,334921.0626780627,2650,352000
9885,3,2,1270,2,0,0,7,1080,190,792187.8738170346,1360,386000
9886,3,2,1260,1,0,0,7,1260,0,359496.2604166667,1540,335000
9887,3,2,1750,1,0,0,7,1490,260,790734.704735376,2450,472500
9888,5,2,2680,1,0,0,8,1340,1340,462488.8692579505,2220,599950
9889,4,3,3830,2,0,0,9,3830,0,677215.034739454,3830,963990
9890,3,2,1610,2,0,2,8,1610,0,594706.5422740525,2540,735000
9891,3,4,3840,2,0,0,10,3840,0,685675.8435374149,3230,858450
9892,5,3,2670,2,0,0,7,1800,870,863228.9432314411,2460,665000
9893,3,2,2000,2,0,0,7,2000,0,367091.48387096776,2000,290000
9894,2,1,860,1,0,0,7,860,0,355678.51612903224,980,250000
9895,3,2,1420,1,0,0,7,1420,0,296187.98046875,1690,192500
9896,4,2,2060,1,0,2,8,2060,0,464322.38976377953,1950,350000
9897,4,2,2790,2,0,0,8,2790,0,493625.3098290598,2590,518000
9898,4,1,1410,"1,5",0,0,7,1410,0,579109.8082706766,1040,563000
9899,4,3,2420,2,0,0,7,2420,0,289078.3455882353,2420,375000
9900,3,2,1460,3,0,0,8,1460,0,585048.7790697674,1430,400000
9901,5,2,2460,1,0,0,7,1230,1230,286742.81162324647,1990,240000
9902,2,1,1000,1,0,0,6,1000,0,634558.1448275862,1940,317500
9903,5,4,4420,2,0,0,10,2740,1680,617254.0212765958,3720,1320000
9904,3,1,1240,1,0,0,6,1240,0,367091.48387096776,1990,234000
9905,3,2,1740,2,0,0,9,1740,0,645628.2261484099,2540,645000
9906,2,1,1280,1,0,0,7,1200,80,619944.1492281304,1860,649000
9907,4,2,2520,2,0,0,8,2520,0,617053.9660194175,2580,605000
9908,3,4,1500,3,0,0,7,1500,0,676419.3921568628,1500,337900
9909,3,3,2490,2,0,0,8,2290,200,634558.1448275862,1880,535000
9910,4,1,1530,1,0,0,7,1130,400,355678.51612903224,1540,325000
9911,4,2,1740,1,0,0,8,1740,0,493625.3098290598,1680,429950
9912,3,2,3550,2,0,0,9,3550,0,682885.9898989899,3270,775000
9913,2,1,1280,1,0,0,7,1280,0,1096239.0074349442,2460,650000
9914,4,2,2320,2,0,0,8,2320,0,1194873.6382978724,2740,1200000
9915,2,1,1140,1,0,0,5,1140,0,423736.9058295964,2200,275000
9916,4,4,3930,2,0,0,9,3930,0,424815.06315789477,2740,575000
9917,3,2,2370,1,0,0,7,1640,730,423736.9058295964,2170,540000
9918,3,2,2340,1,0,0,7,1170,1170,594706.5422740525,1360,640000
9919,3,2,1240,1,0,0,7,1240,0,353619.07472527475,1670,275000
9920,4,2,2740,2,0,0,9,2740,0,685675.8435374149,2760,672800
9921,4,2,1940,1,0,0,7,1430,510,617254.0212765958,1460,495000
9922,3,2,2950,"1,5",0,0,10,2950,0,682885.9898989899,3810,820000
9923,4,3,1980,1,0,0,7,1980,0,423736.9058295964,2080,475000
9924,4,2,2850,1,0,4,10,1450,1400,576834.808318264,2810,1280000
9925,3,1,1160,1,0,0,7,1160,0,682885.9898989899,1160,380000
9926,3,2,2130,1,0,0,8,2130,0,353619.07472527475,2580,397500
9927,5,2,2420,1,0,2,7,1620,800,418019.36094674555,2210,352000
9928,6,2,2820,1,0,0,8,1430,1390,859938.5542168674,2070,893880
9929,5,3,3710,2,0,0,8,2510,1200,685675.8435374149,1720,635000
9930,3,2,1770,2,0,0,7,1770,0,521740.0146788991,1650,420000
9931,3,2,1260,1,0,0,7,750,510,579109.8082706766,1710,503000
9932,2,2,2330,1,0,2,7,1220,1110,359496.2604166667,2560,689000
9933,4,3,2490,"1,5",0,0,7,1610,880,585048.7790697674,1420,749500
9934,6,4,4090,2,0,0,9,3100,990,810289.6964285715,2980,1150000
9935,4,2,2800,2,0,0,8,2800,0,424815.06315789477,2810,563500
9936,4,3,2440,2,0,0,8,1890,550,462488.8692579505,2380,480000
9937,4,3,2540,1,0,1,9,1620,920,286742.81162324647,2540,374950
9938,3,2,1600,2,0,0,7,1600,0,367091.48387096776,1760,308950
9939,4,3,2680,1,0,0,7,1340,1340,319581.3940298507,1240,445000
9940,3,2,1220,1,0,0,7,1220,0,311580.33638025593,1220,237200
9941,3,2,1550,"1,5",0,0,7,1550,0,469928.76772616134,1050,453500
9942,3,2,2080,1,0,0,7,1040,1040,619944.1492281304,1620,616500
9943,5,5,5000,2,0,0,10,5000,0,790734.704735376,3030,1250000
9944,1,1,630,1,0,0,5,630,0,576834.808318264,1390,396000
9945,3,1,1070,1,0,0,6,1070,0,359496.2604166667,1050,210000
9946,2,2,1900,1,0,0,7,1200,700,618695.1090909091,1370,539000
9947,3,2,2960,2,0,0,8,2960,0,464322.38976377953,2740,605000
9948,3,2,1490,2,0,0,6,1490,0,576834.808318264,1500,437500
9949,3,2,1500,1,0,0,7,1500,0,300340.40293040295,1790,215000
9950,4,2,2410,2,0,0,7,2410,0,529629.7824675324,2410,440000
9951,3,1,2000,1,0,0,7,1680,320,469928.76772616134,2000,525000
9952,3,2,1140,1,0,0,7,840,300,440232.31363636366,1200,319900
9953,3,1,1120,1,0,0,7,1120,0,682885.9898989899,1120,335000
9954,3,2,2900,2,0,0,9,2900,0,367091.48387096776,2510,485000
9955,4,2,3220,2,0,0,8,3220,0,286742.81162324647,2570,359999
9956,5,3,2500,1,0,3,8,2500,0,810289.6964285715,1700,799000
9957,3,2,1610,1,0,0,7,1610,0,284908.5964912281,1720,280000
9958,4,3,2250,"1,5",0,0,8,1500,750,1096239.0074349442,1970,1050000
9959,1,2,1240,2,0,0,6,1240,0,304262.1082089552,1030,290000
9960,2,2,1660,2,0,0,7,1660,0,304262.1082089552,1620,235000
9961,3,2,2080,1,0,0,7,1040,1040,585048.7790697674,1000,495000
9962,3,2,1880,2,0,0,8,1880,0,251296.24,2180,290000
9963,4,2,1050,1,0,0,7,1050,0,300340.40293040295,1390,230000
9964,3,2,1480,1,0,0,7,1480,0,286742.81162324647,1800,234000
9965,4,2,2420,2,0,0,7,2420,0,677215.034739454,2280,597400
9966,4,2,2190,1,0,0,7,1110,1080,493625.3098290598,1820,370000
9967,4,2,2660,2,0,0,9,2660,0,645244.2264808363,2890,755000
9968,3,2,2430,2,0,0,7,2430,0,296187.98046875,3040,342000
9969,2,1,770,1,0,0,7,770,0,634558.1448275862,960,497000
9970,3,1,3060,1,0,0,8,3060,0,617053.9660194175,1880,835000
9971,4,3,2920,2,0,0,9,2920,0,859938.5542168674,2920,730000
9972,3,1,1370,1,0,0,7,1070,300,880077.752293578,2410,655000
9973,3,2,1870,2,0,0,8,1870,0,367091.48387096776,1580,205000
9974,4,2,1800,"1,5",0,0,7,1800,0,1096239.0074349442,1950,632750
9975,5,3,2100,1,0,0,7,1250,850,240328.3717472119,2100,330000
9976,5,2,2530,2,0,0,7,2530,0,617254.0212765958,2020,527500
9977,4,2,3290,2,0,0,9,3290,0,790734.704735376,3100,716500
9978,4,2,1890,2,0,0,7,1890,0,529629.7824675324,2060,388500
9979,3,2,1680,1,0,0,7,1680,0,810289.6964285715,1880,530000
9980,3,2,2170,2,0,0,8,2170,0,493625.3098290598,2610,419000
9981,3,2,1200,1,0,0,7,1200,0,645244.2264808363,1200,385000
9982,4,2,2990,2,0,0,8,2990,0,685675.8435374149,3110,655000
9983,4,3,3770,2,0,2,9,3070,700,594706.5422740525,3000,1700000
9984,2,1,1020,1,0,0,7,1020,0,311580.33638025593,1930,279000
9985,3,2,1700,1,0,0,7,1100,600,286742.81162324647,1700,262000
9986,4,1,1550,"1,5",0,0,7,1550,0,576834.808318264,1320,533000
9987,3,2,1680,1,0,2,8,1680,0,676419.3921568628,1880,640000
9988,3,2,1680,2,0,0,7,1680,0,334921.0626780627,1820,285000
9989,4,2,1910,1,0,0,8,1910,0,676419.3921568628,1910,458400
9990,5,3,3160,1,0,0,7,2190,970,521740.0146788991,2200,620000
9991,3,2,2020,1,0,0,6,1190,830,803990.8194444445,2370,465000
9992,4,4,3210,2,0,0,8,3210,0,645244.2264808363,2350,690000
9993,3,2,2350,1,0,0,7,1390,960,682885.9898989899,2350,462500
9994,4,2,1910,2,0,0,8,1910,0,367091.48387096776,2210,369950
9995,2,1,840,1,0,0,5,840,0,281194.8698060942,1100,124500
9996,4,2,2620,1,0,0,9,2620,0,810289.6964285715,2370,950000
9997,4,2,1220,1,0,0,7,1220,0,645628.2261484099,1350,418000
9998,3,1,1060,1,0,0,6,1060,0,234284.0351758794,1060,160000
9999,4,2,2200,1,0,0,8,1500,700,423736.9058295964,2280,457000
10000,2,2,2120,1,0,0,6,1130,990,424734.60451977403,1220,530000
10001,3,1,1250,1,0,0,7,1250,0,645628.2261484099,1540,385000
10002,3,2,1440,1,0,0,7,1440,0,645628.2261484099,1440,491000
10003,4,2,1890,1,0,0,8,1890,0,645628.2261484099,1920,521000
10004,3,1,1140,1,0,0,7,1140,0,316742.3905579399,1140,255000
10005,5,3,2840,1,0,0,7,1710,1130,310612.75572519086,2210,292050
10006,6,3,1880,1,0,0,7,1880,0,420895.47536945814,1540,326000
10007,2,1,750,1,0,0,6,750,0,424734.60451977403,930,300000
10008,3,2,1630,1,0,0,7,1330,300,353619.07472527475,1940,291600
10009,5,2,1720,1,0,0,7,1720,0,617053.9660194175,1560,435000
10010,3,2,1600,3,0,0,8,1600,0,576834.808318264,1390,465000
10011,3,2,1230,"1,5",0,0,7,1230,0,234284.0351758794,1260,200000
10012,3,2,1610,1,0,2,7,1090,520,420895.47536945814,1650,238000
10013,4,2,1320,1,0,0,7,1320,0,645628.2261484099,1550,455000
10014,6,3,2180,2,0,0,7,2180,0,294111.27857142856,2260,230000
10015,4,2,2190,2,0,0,8,1410,780,1096239.0074349442,1990,808000
10016,3,1,1490,"1,5",0,0,7,1490,0,585048.7790697674,2290,578500
10017,3,2,1463,3,0,0,7,1463,0,619944.1492281304,1484,390000
10018,3,2,1800,2,0,0,8,1800,0,612642.738317757,1800,517500
10019,4,3,2880,"1,5",0,0,9,2100,780,594706.5422740525,2110,755000
10020,3,2,1250,1,0,0,7,980,270,576834.808318264,1250,579500
10021,3,3,1670,3,0,0,9,1350,320,618695.1090909091,1520,649950
10022,4,2,2000,1,0,0,7,1100,900,310612.75572519086,1880,228000
10023,4,2,2280,"1,5",0,0,7,1470,810,619944.1492281304,1850,665000
10024,4,2,2110,2,0,0,9,2110,0,645244.2264808363,2180,689000
10025,4,2,2520,1,0,0,8,1440,1080,645244.2264808363,2360,560000
10026,3,1,1590,1,0,0,7,1590,0,551768.5209125475,1780,529000
10027,5,2,2100,1,0,0,8,2100,0,493625.3098290598,1980,375000
10028,4,3,2090,1,0,0,6,2090,0,359496.2604166667,1460,325000
10029,4,2,3390,2,0,2,10,3390,0,294111.27857142856,2830,583000
10030,2,1,790,1,0,0,6,790,0,423736.9058295964,2350,330000
10031,3,2,1970,2,0,0,7,1970,0,334921.0626780627,1670,262000
10032,4,2,2870,2,0,0,8,2870,0,529629.7824675324,2770,555000
10033,2,1,1110,1,0,0,7,1010,100,418019.36094674555,1410,585000
10034,3,3,1940,2,0,3,8,1770,170,529629.7824675324,1410,425590
10035,2,1,720,1,0,0,6,720,0,424734.60451977403,1510,235000
10036,2,1,710,1,0,0,6,710,0,418019.36094674555,960,362362
10037,3,2,1370,1,0,0,7,1370,0,367091.48387096776,1420,252000
10038,4,2,2690,2,0,0,9,2690,0,353619.07472527475,2890,439000
10039,4,2,3360,2,0,0,9,3360,0,334921.0626780627,2590,465000
10040,4,2,1500,"1,5",0,0,7,1500,0,286742.81162324647,1500,249900
10041,2,2,2600,1,0,0,8,1300,1300,424734.60451977403,2260,665000
10042,3,2,1160,1,0,0,7,1160,0,521740.0146788991,1990,370000
10043,2,1,1430,"1,5",0,0,7,1300,130,1096239.0074349442,1750,620000
10044,3,1,1870,1,0,0,8,1720,150,676419.3921568628,1460,375000
10045,4,2,2560,1,0,0,8,1280,1280,387011.5902636917,1830,552625
10046,3,1,1160,1,0,0,7,1160,0,521740.0146788991,1520,315500
10047,2,2,1680,1,0,0,8,1680,0,617053.9660194175,2390,620000
10048,4,2,2010,1,0,0,8,1310,700,859938.5542168674,1850,510000
10049,4,2,2540,2,0,0,9,2540,0,677215.034739454,2560,652500
10050,4,2,3240,2,0,0,8,3240,0,677215.034739454,2570,574000
10051,3,2,2670,2,0,0,9,2670,0,367091.48387096776,3010,430000
10052,3,2,1080,1,0,0,7,1080,0,469928.76772616134,1120,390000
10053,3,1,1430,1,0,0,7,950,480,576834.808318264,1430,466500
10054,2,2,1290,2,0,0,7,1290,0,645244.2264808363,1360,315000
10055,4,2,1240,1,0,0,7,1240,0,286742.81162324647,1240,220000
10056,3,2,1840,1,0,0,7,1440,400,296187.98046875,1840,325000
10057,3,1,1120,1,0,0,7,1120,0,387011.5902636917,1450,365000
10058,3,4,2100,2,0,0,9,2100,0,289078.3455882353,2400,356000
10059,4,2,2030,1,0,0,8,1610,420,469928.76772616134,1650,380000
10060,4,2,2030,2,0,0,8,2030,0,645244.2264808363,1950,579000
10061,2,1,890,1,0,0,7,890,0,863228.9432314411,1680,682000
10062,3,2,1750,1,0,0,7,1470,280,645244.2264808363,1820,499000
10063,3,1,1300,1,0,0,7,1300,0,645244.2264808363,1300,333760
10064,4,2,2650,2,0,0,11,2650,0,790734.704735376,3270,745000
10065,3,2,1750,1,0,0,7,1750,0,420895.47536945814,1230,380000
10066,3,3,1440,"3,5",0,2,8,1440,0,585048.7790697674,1440,435000
10067,3,3,1700,1,0,0,7,1060,640,619944.1492281304,1880,520000
10068,4,2,3920,2,0,0,10,3920,0,570073.5201465201,3780,965000
10069,3,2,1470,1,0,0,7,1350,120,240328.3717472119,1540,270000
10070,5,3,2520,"1,5",0,0,8,2120,400,1096239.0074349442,2100,1100000
10071,3,2,2140,1,0,0,8,1220,920,859938.5542168674,2250,577500
10072,3,2,1550,1,0,0,7,1250,300,579109.8082706766,1110,650000
10073,4,2,3180,2,0,0,11,3180,0,1194873.6382978724,3130,1230000
10074,5,4,6510,2,0,3,11,3250,3260,1194873.6382978724,4480,1900000
10075,2,2,1440,"1,5",0,0,7,1440,0,619944.1492281304,1490,475000
10076,3,1,1150,1,0,0,7,1150,0,286742.81162324647,1180,200000
10077,4,2,2320,2,0,0,8,2320,0,440232.31363636366,2320,397000
10078,3,2,1230,1,0,0,7,1230,0,423736.9058295964,2110,383610
10079,4,2,2060,2,0,0,7,2060,0,296187.98046875,1610,275000
10080,3,2,2783,2,0,0,8,2783,0,424734.60451977403,1730,840000
10081,4,2,2140,2,0,0,8,2140,0,353619.07472527475,2120,365000
10082,3,3,1420,2,0,0,8,1160,260,612642.738317757,1420,362000
10083,3,2,2090,1,0,0,7,1390,700,355678.51612903224,1790,350000
10084,2,2,1320,"1,5",0,0,7,1320,0,455617.1129032258,1320,200000
10085,4,2,2300,1,0,0,8,1360,940,286742.81162324647,1910,299000
10086,4,2,3050,1,0,0,8,1650,1400,420895.47536945814,2930,555000
10087,3,2,2960,1,0,3,10,2260,700,676419.3921568628,2960,1330000
10088,5,3,2520,1,0,3,8,1570,950,1194873.6382978724,2760,896000
10089,2,2,1740,1,0,0,8,1280,460,792187.8738170346,1820,550000
10090,2,1,1300,1,0,0,7,1300,0,469928.76772616134,1820,324500
10091,3,1,1170,1,0,0,7,1170,0,645628.2261484099,1170,312500
10092,4,3,1946,2,0,1,7,1946,0,489382.0170940171,1460,485000
10093,2,1,1250,1,0,0,7,1250,0,619944.1492281304,1250,511000
10094,2,2,1230,2,0,0,7,1230,0,311580.33638025593,1660,139500
10095,4,2,2180,2,0,0,8,2180,0,493625.3098290598,2350,464000
10096,3,2,1740,1,0,0,7,1140,600,286742.81162324647,1690,255000
10097,4,2,3830,2,0,0,8,2900,930,529629.7824675324,3400,679975
10098,3,2,2250,1,0,0,8,1500,750,1194873.6382978724,2820,624800
10099,3,3,2590,2,0,0,9,2590,0,685675.8435374149,3410,920000
10100,3,2,2090,"1,5",0,0,9,2090,0,863228.9432314411,2730,1370000
10101,3,2,2400,1,0,0,8,1540,860,645244.2264808363,2380,510000
10102,4,2,2260,2,0,0,7,2260,0,300340.40293040295,1720,289659
10103,4,2,2910,2,0,0,8,2910,0,529629.7824675324,2550,585000
10104,5,3,3640,2,0,0,8,3640,0,367091.48387096776,3740,555000
10105,4,3,3770,2,0,2,8,2550,1220,790734.704735376,2640,940000
10106,3,2,1600,1,0,0,7,1600,0,645244.2264808363,1600,460000
10107,3,2,2110,2,0,0,7,2110,0,300340.40293040295,2100,319000
10108,3,2,1720,2,0,0,7,1720,0,493625.3098290598,1760,280000
10109,3,1,1100,1,0,0,5,1100,0,529629.7824675324,1280,250000
10110,4,2,2620,2,0,0,9,2620,0,685675.8435374149,2260,749950
10111,5,2,3090,1,0,0,8,2990,100,490377.1076923077,2560,458000
10112,3,2,1890,2,0,0,8,1890,0,529629.7824675324,2460,465000
10113,3,2,1850,1,0,0,8,1150,700,585048.7790697674,1450,580000
10114,4,2,3100,2,0,0,10,3100,0,682885.9898989899,3080,700000
10115,4,2,2506,2,0,0,8,2506,0,286742.81162324647,2441,350000
10116,4,1,1700,1,0,0,7,1080,620,645244.2264808363,1700,456000
10117,3,2,1550,"1,5",0,0,7,1550,0,302896.7392857143,1840,290000
10118,4,3,2200,1,0,0,7,1290,910,493625.3098290598,2650,475000
10119,3,2,1890,2,0,0,7,1890,0,367091.48387096776,1980,285000
10120,3,1,1140,1,0,0,7,1140,0,240328.3717472119,1340,309000
10121,4,2,3740,2,0,0,9,3740,0,677215.034739454,3180,860000
10122,3,2,1940,1,0,0,8,1440,500,311580.33638025593,1880,219000
10123,3,2,2130,2,0,0,8,2130,0,685675.8435374149,1890,546500
10124,2,1,1470,1,0,0,7,770,700,418019.36094674555,1410,338000
10125,2,1,1070,1,0,0,7,1070,0,576834.808318264,1360,505000
10126,4,2,1680,1,0,0,7,840,840,455617.1129032258,1800,340000
10127,3,2,2730,2,0,0,9,2730,0,685675.8435374149,2770,678000
10128,3,2,1890,1,0,0,8,1890,0,1194873.6382978724,2630,800000
10129,1,1,1080,1,0,0,6,1080,0,234284.0351758794,1210,112000
10130,3,2,1440,"1,5",0,0,6,1440,0,286742.81162324647,1560,252000
10131,4,3,2540,1,0,0,7,1600,940,353619.07472527475,1820,335000
10132,3,2,2300,1,0,0,8,1430,870,1356523.9905362776,2140,610000
10133,3,2,1690,1,0,0,7,1360,330,286742.81162324647,1740,245000
10134,3,2,1800,1,0,0,8,1390,410,645628.2261484099,2210,493500
10135,4,2,1770,2,0,0,8,1770,0,645244.2264808363,1880,596500
10136,3,2,1190,"1,5",0,0,6,1190,0,418019.36094674555,1680,245000
10137,3,2,1320,1,0,0,7,1320,0,462488.8692579505,1750,333500
10138,3,1,1290,1,0,0,7,1290,0,570073.5201465201,1540,373000
10139,4,2,3000,2,0,0,8,3000,0,645244.2264808363,3000,759900
10140,3,2,1358,3,0,0,7,1358,0,387011.5902636917,1358,317000
10141,3,2,1220,"1,5",0,0,7,1220,0,594706.5422740525,1320,670000
10142,2,2,2720,2,1,4,7,2720,0,464322.38976377953,1870,985000
10143,3,2,1060,1,0,0,6,1060,0,319581.3940298507,1560,310000
10144,4,2,3020,2,0,0,9,2540,480,645244.2264808363,3020,750000
10145,3,2,1640,2,0,0,7,1640,0,645244.2264808363,1070,408000
10146,5,4,3870,2,0,0,10,3870,0,685675.8435374149,3600,900000
10147,4,2,2860,1,0,0,8,1460,1400,423736.9058295964,1730,460000
10148,4,2,1740,1,0,0,7,1740,0,310612.75572519086,1190,339000
10149,3,2,1140,1,0,0,7,1140,0,880077.752293578,1260,660000
10150,4,3,3290,2,0,0,9,3290,0,300340.40293040295,2810,449950
10151,3,1,1210,1,0,0,7,1210,0,310612.75572519086,1210,235000
10152,5,2,3320,1,0,2,9,1900,1420,462488.8692579505,2820,769000
10153,2,2,1350,1,0,0,8,1350,0,677215.034739454,1440,428000
10154,3,2,1990,2,0,0,8,1990,0,570073.5201465201,2180,445000
10155,4,2,2060,1,0,0,7,1220,840,521740.0146788991,1760,462000
10156,3,1,1460,"1,5",0,0,7,1460,0,579109.8082706766,2280,775000
10157,4,2,2250,1,0,0,8,2250,0,645628.2261484099,2050,605000
10158,2,1,950,1,0,0,7,950,0,440232.31363636366,950,193500
10159,4,2,3140,2,0,0,9,3140,0,286742.81162324647,3000,389950
10160,4,4,3560,2,0,0,10,3560,0,790734.704735376,3660,790000
10161,2,1,1410,1,0,2,7,940,470,424734.60451977403,1450,442000
10162,4,2,2770,2,0,0,8,2770,0,1194873.6382978724,2300,890000
10163,3,1,1864,1,0,0,7,1864,0,234284.0351758794,990,235000
10164,4,2,1930,1,0,2,8,1130,800,619944.1492281304,1850,495000
10165,4,2,3870,2,0,0,10,3870,0,423665.99,2170,600000
10166,3,2,2020,"1,5",0,3,10,1790,230,792187.8738170346,2580,1400000
10167,3,2,1300,1,0,0,7,1300,0,302896.7392857143,1300,251000
10168,4,2,3410,2,0,0,8,2410,1000,493625.3098290598,2870,471000
10169,4,2,2370,2,0,0,8,2370,0,682885.9898989899,2340,597000
10170,5,4,2770,2,0,0,9,2770,0,859938.5542168674,2520,804000
10171,3,2,1250,1,0,0,7,1250,0,423736.9058295964,2180,357000
10172,3,2,1690,2,0,0,8,1150,540,612642.738317757,1540,419990
10173,4,2,3040,2,0,0,10,3040,0,617053.9660194175,2990,725000
